City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
Riyadh,24.6877,46.7219,19.0,24,0,1.54,SA,2021-02-04 23:02:13
Verāval,20.9,70.3667,19.41,49,0,4.85,IN,2021-02-04 23:06:23
Drayton Valley,53.2168,-114.9854,-10.87,93,100,4.54,CA,2021-02-04 23:00:50
San Policarpo,12.1791,125.5072,27.18,85,68,7.52,PH,2021-02-04 23:06:32
Quryq,43.2,51.65,7.94,84,83,6.32,KZ,2021-02-04 23:06:32
Bagotville,-28.9833,153.4167,25.0,73,40,2.57,AU,2021-02-04 23:06:32
Alice Springs,-23.7,133.8833,22.0,68,90,4.12,AU,2021-02-04 23:04:12
Abéché,13.8292,20.8324,20.14,23,1,6.97,TD,2021-02-04 23:06:32
Changqing,36.5575,116.7272,8.33,44,100,0.89,CN,2021-02-04 23:06:32
Dehlorān,32.6941,47.2679,19.45,26,100,3.47,IR,2021-02-04 23:06:33
Half Moon Bay,37.4636,-122.4286,17.0,54,1,6.17,US,2021-02-04 23:06:33
Carnarvon,-24.8667,113.6333,25.79,82,100,9.81,AU,2021-02-04 23:06:33
Khandyga,62.6667,135.6,-44.41,76,97,0.79,RU,2021-02-04 23:06:33
Awjilah,29.1081,21.2869,12.86,77,0,3.02,LY,2021-02-04 23:06:33
Kushmurun,52.4503,64.6311,0.87,97,100,4.85,KZ,2021-02-04 23:06:33
Vuktyl,63.8567,57.3094,-11.71,93,97,2.84,RU,2021-02-04 23:06:33
Kawambwa,-9.7915,29.0791,17.52,92,96,1.02,ZM,2021-02-04 23:06:34
Kalmunai,7.4167,81.8167,24.38,84,100,4.64,LK,2021-02-04 23:06:34
Kaeo,-35.1,173.7833,22.5,57,53,2.53,NZ,2021-02-04 23:06:34
Elko,41.0002,-115.5012,3.0,44,1,6.69,US,2021-02-04 23:06:34
Bilma,18.6853,12.9164,16.42,30,0,2.72,NE,2021-02-04 23:06:34
Hamilton,39.1834,-84.5333,2.22,75,90,1.54,US,2021-02-04 23:00:48
Severo-Yeniseyskiy,60.3725,93.0408,-19.93,93,96,2.23,RU,2021-02-04 23:06:35
Karasjok,69.4719,25.5112,-3.0,100,90,6.69,NO,2021-02-04 23:06:32
Broome,42.2506,-75.833,1.0,55,1,1.54,US,2021-02-04 23:06:35
Okha,53.5739,142.9478,-24.24,88,100,9.85,RU,2021-02-04 23:06:35
Umm Kaddadah,13.6017,26.6876,18.57,26,34,7.62,SD,2021-02-04 23:06:35
La Santisima Trinidad,-14.8333,-64.9,29.0,65,75,4.12,BO,2021-02-04 23:06:36
Hearst,49.6835,-83.6665,2.0,48,99,4.12,CA,2021-02-04 23:06:36
Baringo,0.4667,35.9667,20.06,53,0,2.66,KE,2021-02-04 23:06:36
Luanda,-8.8368,13.2343,27.0,78,75,3.09,AO,2021-02-04 23:03:20
Goderich,43.7501,-81.7165,0.0,59,96,6.17,CA,2021-02-04 22:57:01
Oranjemund,-28.55,16.4333,17.0,92,26,5.12,NA,2021-02-04 23:06:36
Nioro,13.35,-15.75,23.81,32,71,2.96,GM,2021-02-04 23:06:36
Cabedelo,-6.9811,-34.8339,26.0,83,0,3.09,BR,2021-02-04 23:06:37
Castro,-24.7911,-50.0119,20.07,95,78,2.48,BR,2021-02-04 23:04:54
Pacific Grove,36.6177,-121.9166,15.0,44,1,2.57,US,2021-02-04 23:06:37
Sackville,45.9188,-64.3846,0.56,100,90,3.09,CA,2021-02-04 23:06:30
Harper,4.375,-7.7169,25.97,90,3,3.36,LR,2021-02-04 23:06:37
Salamiyah,35.0113,37.0532,12.4,75,100,7.05,SY,2021-02-04 23:06:38
Nantucket,41.2835,-70.0995,1.11,80,90,2.06,US,2021-02-04 23:02:57
Caravelas,-17.7125,-39.2481,25.46,79,2,3.35,BR,2021-02-04 23:06:38
Luorong,24.4058,109.6086,15.81,73,0,0.92,CN,2021-02-04 23:06:38
Ilhabela,-23.7781,-45.3581,26.99,76,17,2.31,BR,2021-02-04 23:06:38
Mbale,1.0821,34.175,20.98,54,3,1.21,UG,2021-02-04 23:06:38
Kavieng,-2.5744,150.7967,28.58,75,99,3.25,PG,2021-02-04 23:06:38
Wagga Wagga,-35.1167,147.3667,23.33,73,96,7.2,AU,2021-02-04 23:06:39
Rome,43.2128,-75.4557,-1.67,69,1,1.28,US,2021-02-04 23:06:39
Morant Bay,17.8815,-76.4093,27.0,69,75,3.09,JM,2021-02-04 23:06:39
Isangel,-19.55,169.2667,30.0,74,75,1.54,VU,2021-02-04 23:06:39
Ivdel',60.6911,60.4206,-15.3,95,100,0.67,RU,2021-02-04 23:06:39
Kentau,43.5206,68.5094,4.04,64,100,1.4,KZ,2021-02-04 23:06:39
Namatanai,-3.6667,152.4333,28.58,73,83,1.08,PG,2021-02-04 23:06:39
Nagua,19.3832,-69.8474,22.0,100,75,3.59,DO,2021-02-04 23:06:40
Pudozh,61.8099,36.5345,-13.27,94,100,3.16,RU,2021-02-04 23:06:40
Xining,36.6167,101.7667,-8.05,65,0,0.99,CN,2021-02-04 23:06:40
Ngunguru,-35.6167,174.5,19.86,69,57,2.65,NZ,2021-02-04 23:06:40
Faanui,-16.4833,-151.75,27.17,70,18,3.0,PF,2021-02-04 23:06:40
Adrar,20.5022,-10.0711,22.84,18,21,3.96,MR,2021-02-04 23:06:40
Port Said,31.2565,32.2841,17.0,88,0,4.12,EG,2021-02-04 23:06:40
Chipping Sodbury,51.5381,-2.3938,7.22,95,93,2.4,GB,2021-02-04 23:06:41
Chapais,49.7834,-74.8492,-4.0,68,1,0.69,CA,2021-02-04 23:06:41
Kosai,34.7105,137.5316,5.56,55,5,2.24,JP,2021-02-04 23:06:41
Plettenberg Bay,-34.0527,23.3716,18.46,89,5,0.74,ZA,2021-02-04 23:06:41
Talavera,15.6167,120.9333,23.0,78,75,2.06,PH,2021-02-04 23:06:41
İskilip,40.7353,34.4739,6.77,64,1,2.08,TR,2021-02-04 23:06:41
Bo Phloi,14.3236,99.5161,23.33,54,37,1.5,TH,2021-02-04 23:06:41
Sémbé,1.6481,14.5806,23.63,74,83,1.13,CG,2021-02-04 23:06:42
Flin Flon,54.7682,-101.865,-19.0,78,90,3.6,CA,2021-02-04 23:06:42
Ekenäs,59.9736,23.4339,-13.33,88,64,2.24,FI,2021-02-04 23:06:42
Fairmont,39.4851,-80.1426,2.78,52,98,1.66,US,2021-02-04 23:04:38
Bassano,50.7834,-112.4685,-6.0,79,83,2.06,CA,2021-02-04 23:06:42
Noumea,-22.2763,166.4572,29.0,74,75,6.17,NC,2021-02-04 23:06:42
Neuquén,-38.9516,-68.0591,34.0,26,0,1.54,AR,2021-02-04 23:06:43
Orzhytsya,49.7918,32.7012,-1.01,97,100,10.37,UA,2021-02-04 23:06:43
Mian Channu,30.44,72.3543,10.36,67,0,1.98,PK,2021-02-04 23:01:45
Esfarāyen,37.0765,57.5101,-1.0,59,0,1.47,IR,2021-02-04 23:06:43
Dunedin,-45.8742,170.5036,13.33,69,24,10.28,NZ,2021-02-04 23:06:43
Kavaratti,10.5669,72.642,27.05,74,70,3.16,IN,2021-02-04 23:06:43
Bandar-e Lengeh,26.5579,54.8807,19.11,55,0,3.94,IR,2021-02-04 23:06:43
Hofn,64.2539,-15.2082,2.13,80,100,7.06,IS,2021-02-04 23:06:44
Porto-Novo,6.4965,2.6036,29.0,84,40,5.66,BJ,2021-02-04 23:06:44
Kuytun,54.3419,101.5036,-13.33,93,100,4.69,RU,2021-02-04 23:06:44
Verkhnyaya Inta,65.9811,60.3094,-20.81,90,59,4.25,RU,2021-02-04 23:06:44
Semey,50.4111,80.2275,-3.34,98,100,2.79,KZ,2021-02-04 23:06:44
Tomigusuku,26.185,127.675,16.0,67,20,3.6,JP,2021-02-04 23:06:44
Gua Musang,4.8823,101.9644,19.14,92,99,0.6,MY,2021-02-04 23:06:45
Zaysan,47.4667,84.8667,-8.56,90,100,0.73,KZ,2021-02-04 23:06:45
Zonguldak,41.25,31.8333,8.89,84,41,3.25,TR,2021-02-04 23:02:04
Pushkino,56.0172,37.8667,-8.0,86,75,7.0,RU,2021-02-04 23:06:45
Australind,-33.2667,115.7167,14.44,58,0,0.45,AU,2021-02-04 23:06:45
Petropavlovsk-Kamchatskiy,53.0452,158.6483,-16.0,72,51,1.0,RU,2021-02-04 23:03:37
Asău,46.4333,26.4,4.0,93,0,4.12,RO,2021-02-04 23:06:46
Kangaba,11.9333,-8.4167,24.18,17,55,0.36,ML,2021-02-04 23:06:46
Santa Cruz de la Sierra,-17.8,-63.1667,29.0,48,40,5.66,BO,2021-02-04 23:06:46
Green River,41.5286,-109.4662,-4.0,54,40,12.35,US,2021-02-04 23:06:46
Rønne,55.1009,14.7066,-1.0,80,90,1.54,DK,2021-02-04 23:06:46
Bulgan,48.8125,103.5347,-10.25,87,89,3.14,MN,2021-02-04 23:06:46
Maceió,-9.6658,-35.7353,25.0,88,0,3.6,BR,2021-02-04 23:06:46
Marabá,-5.3686,-49.1178,31.0,74,20,1.03,BR,2021-02-04 23:06:47
Cap Malheureux,-19.9842,57.6142,26.11,74,14,2.24,MU,2021-02-04 23:06:47
Zhangaözen,43.3,52.8,6.35,70,96,5.01,KZ,2021-02-04 23:06:48
Damietta,31.4165,31.8133,17.0,88,0,4.12,EG,2021-02-04 23:06:48
Ji’an,27.1172,114.9793,12.39,86,79,2.21,CN,2021-02-04 23:04:09
San Juan de los Morros,9.9115,-67.3538,27.57,57,91,1.46,VE,2021-02-04 23:05:41
Fort-Shevchenko,44.5086,50.263,6.41,93,97,5.81,KZ,2021-02-04 23:06:49
Sakakah,29.9697,40.2064,13.0,88,40,4.12,SA,2021-02-04 23:06:49
Matara,5.9485,80.5353,22.7,87,87,3.11,LK,2021-02-04 23:06:49
Iporá,-16.4419,-51.1178,23.49,83,88,1.2,BR,2021-02-04 23:06:49
Yumen,40.2833,97.2,-1.7,61,12,6.87,CN,2021-02-04 23:06:49
Raudeberg,61.9875,5.1352,-4.44,59,0,3.21,NO,2021-02-04 23:06:50
Sittwe,20.15,92.9,15.57,77,0,2.52,MM,2021-02-04 23:06:50
Tura,25.5198,90.2201,15.22,58,0,1.57,IN,2021-02-04 23:06:50
Kapit,2.0167,112.9333,22.95,95,76,0.44,MY,2021-02-04 23:06:50
Juegang,32.3174,121.1855,7.22,82,100,2.7,CN,2021-02-04 23:06:50
Nezhinka,51.7676,55.3694,1.0,100,90,2.0,RU,2021-02-04 23:06:50
Vardø,70.3705,31.1107,-5.0,93,90,7.72,NO,2021-02-04 23:06:50
Sørland,67.667,12.6934,0.0,74,20,2.06,NO,2021-02-04 23:06:51
Rocha,-34.4833,-54.3333,18.9,78,100,7.05,UY,2021-02-04 23:06:51
Vinh,18.6667,105.6667,18.29,90,55,1.16,VN,2021-02-04 23:06:51
Saint-Augustin,51.226,-58.6502,1.56,97,100,2.92,CA,2021-02-04 23:06:51
Abu Dhabi,24.4667,54.3667,19.0,94,0,1.03,AE,2021-02-04 23:00:12
Tubualá,9.5167,-79.0333,31.0,55,20,5.66,PA,2021-02-04 23:06:51
Ugoofaaru,5.6667,73.0,27.49,69,100,2.95,MV,2021-02-04 23:06:51
Yar-Sale,66.8333,70.8333,-29.61,87,69,3.1,RU,2021-02-04 23:06:52
Dawlatabad,36.4141,64.9053,8.02,50,92,1.21,AF,2021-02-04 23:06:52
Kiryat Gat,31.61,34.7642,13.33,100,100,2.19,IL,2021-02-04 23:06:52
Ndélé,8.4109,20.6473,24.26,21,3,2.17,CF,2021-02-04 23:06:52
Port Lincoln,-34.7333,135.8667,17.37,64,51,10.85,AU,2021-02-04 23:06:52
Florianópolis,-27.6146,-48.5012,24.0,83,75,3.6,BR,2021-02-04 23:00:20
Alofi,-19.0595,-169.9187,28.0,78,75,4.63,NU,2021-02-04 23:06:52
Tanout,14.9709,8.8879,17.93,26,0,5.76,NE,2021-02-04 23:06:52
Dhidhdhoo,6.8833,73.1,27.31,67,99,1.82,MV,2021-02-04 23:06:53
Serrana,-21.2114,-47.5956,29.0,58,0,2.57,BR,2021-02-04 23:06:53
Tynda,55.1667,124.7167,-34.26,78,92,0.9,RU,2021-02-04 23:06:53
Barcelos,41.5388,-8.6151,9.44,93,20,1.54,PT,2021-02-04 23:06:53
Zhuanghe,39.7008,122.9911,-2.57,94,0,1.01,CN,2021-02-04 23:06:54
Tumpat,6.1978,102.171,24.0,94,20,1.54,MY,2021-02-04 23:06:54
Nikolayevsk-on-Amur,53.1406,140.73,-25.58,85,100,4.13,RU,2021-02-04 23:06:54
Kilindoni,-7.9139,39.6668,27.2,80,0,4.57,TZ,2021-02-04 23:06:54
Mago,53.2514,140.1822,-26.34,87,100,3.47,RU,2021-02-04 23:06:54
Linguère,15.3953,-15.1193,26.0,50,0,5.14,SN,2021-02-04 23:06:54
Westport,41.1415,-73.3579,3.0,56,1,1.54,US,2021-02-04 23:06:54
Tutayev,57.8853,39.5406,-8.0,73,40,2.0,RU,2021-02-04 23:06:55
Whitehorse,60.7161,-135.0538,-23.0,70,75,0.87,CA,2021-02-04 23:04:18
Pierre,44.3683,-100.351,-1.0,47,90,10.29,US,2021-02-04 23:06:55
Oktyabr'skiy,54.4815,53.471,1.45,96,100,3.48,RU,2021-02-04 23:06:55
Kalabo,-14.97,22.6814,20.29,87,99,0.74,ZM,2021-02-04 23:06:55
Meulaboh,4.1363,96.1285,24.28,88,54,2.38,ID,2021-02-04 23:06:55
Bousso,10.4795,16.7117,25.0,18,14,4.8,TD,2021-02-04 23:06:56
Bosaso,11.2842,49.1816,21.71,69,23,1.65,SO,2021-02-04 23:06:56
Dondo,-19.6094,34.7431,24.5,89,55,1.81,MZ,2021-02-04 23:04:05
Neiafu,-18.65,-173.9833,28.0,78,75,3.6,TO,2021-02-04 23:06:56
Gladstone,-23.85,151.25,27.0,57,40,4.12,AU,2021-02-04 23:06:56
Phan Thiet,10.9333,108.1,20.99,84,35,3.13,VN,2021-02-04 23:06:15
Turbaná,10.2717,-75.4422,27.0,83,40,5.66,CO,2021-02-04 23:06:57
Tekeli,44.83,78.8239,-0.49,75,100,2.94,KZ,2021-02-04 23:06:57
Pahrump,36.2083,-115.9839,14.44,20,0,4.02,US,2021-02-04 23:06:57
Xai-Xai,-25.0519,33.6442,25.08,87,97,1.86,MZ,2021-02-04 23:06:57
Minas de Barroterán,27.6333,-101.2833,28.88,23,4,5.03,MX,2021-02-04 23:06:57
Natal,-5.795,-35.2094,27.0,69,0,4.63,BR,2021-02-04 23:06:57
Road Town,18.4167,-64.6167,27.0,83,40,2.57,VG,2021-02-04 23:06:57
Mbandaka,0.0487,18.2603,22.98,83,98,2.22,CD,2021-02-04 23:06:58
Nueva Concepción,14.2,-91.3,29.0,74,75,4.15,GT,2021-02-04 23:06:58
Dingle,10.9995,122.6711,23.99,91,59,3.63,PH,2021-02-04 23:06:58
Nayoro,44.3506,142.4578,-11.28,93,94,4.7,JP,2021-02-04 23:06:58
Ossora,59.2353,163.0719,-12.54,94,95,7.87,RU,2021-02-04 23:06:58
Nivala,63.9167,24.9667,-14.44,90,1,2.5,FI,2021-02-04 23:06:58
Srednekolymsk,67.45,153.6833,-21.29,81,92,7.34,RU,2021-02-04 23:06:58
Manta,-0.95,-80.7333,27.0,83,40,2.06,EC,2021-02-04 23:06:58
Antalaha,-14.9003,50.2788,23.73,89,80,1.92,MG,2021-02-04 23:06:59
Huainan,32.6264,116.9969,7.18,75,100,0.82,CN,2021-02-04 23:06:59
Khatanga,71.9667,102.5,-34.94,78,0,3.9,RU,2021-02-04 23:06:59
Dakar,14.6937,-17.4441,19.0,88,40,6.17,SN,2021-02-04 23:03:06
Shelburne,44.0787,-80.2041,2.0,51,1,5.14,CA,2021-02-04 23:06:59
Raub,3.7899,101.857,19.81,86,90,0.93,MY,2021-02-04 23:07:00
Gawler,-34.6,138.7333,16.11,68,7,7.15,AU,2021-02-04 23:07:00
Vestmannaeyjar,63.4427,-20.2734,4.4,71,99,14.18,IS,2021-02-04 23:07:00
Barreirinhas,-2.7469,-42.8264,25.61,81,62,2.9,BR,2021-02-04 23:07:00
Benjamin Constant,-4.3831,-70.0311,24.0,100,75,1.54,BR,2021-02-04 23:07:00
Ketchikan,55.3422,-131.6461,5.0,100,90,0.52,US,2021-02-04 23:07:01
Saint-François,46.4154,3.9054,7.22,93,0,1.54,FR,2021-02-04 23:07:01
Channel-Port aux Basques,47.5702,-59.1367,3.4,93,90,5.18,CA,2021-02-04 23:07:01
Kapurthala Town,31.3794,75.3847,9.0,87,93,1.39,IN,2021-02-04 23:07:01
Al Bardīyah,31.7561,25.0865,14.54,86,6,6.14,LY,2021-02-04 23:07:01
Havelock,34.8791,-76.9013,6.67,52,1,2.57,US,2021-02-04 23:07:01
Kifrī,34.6959,44.9661,12.42,81,100,6.06,IQ,2021-02-04 23:07:02
Gympie,-26.1898,152.665,23.33,80,72,1.34,AU,2021-02-04 23:07:02
Diego de Almagro,-26.3667,-70.05,24.62,23,0,3.69,CL,2021-02-04 23:07:02
Richards Bay,-28.783,32.0377,23.95,90,100,4.11,ZA,2021-02-04 23:07:02
Aitape,-3.1374,142.3475,27.9,73,39,1.55,PG,2021-02-04 23:07:02
Wasilla,61.5814,-149.4394,-5.56,73,90,1.54,US,2021-02-04 23:04:46
Forsytheganj,52.6333,29.7333,-9.31,94,97,6.5,BY,2021-02-04 23:07:02
Klaksvík,62.2266,-6.589,1.0,69,40,8.75,FO,2021-02-04 23:07:03
Pemangkat,1.1667,108.9667,24.59,90,100,3.1,ID,2021-02-04 23:07:03
Zhuhai,22.2769,113.5678,18.0,82,20,5.14,CN,2021-02-04 23:05:02
Puerto Carreño,6.189,-67.4859,32.09,48,70,4.66,CO,2021-02-04 23:07:03
Iwanai,42.9744,140.5089,-8.2,93,100,9.71,JP,2021-02-04 23:07:03
Hay River,60.8156,-115.7999,-29.0,63,100,6.17,CA,2021-02-04 23:07:03
Henties Bay,-22.116,14.2845,18.33,84,56,0.45,NA,2021-02-04 23:07:03
Kudahuvadhoo,2.6708,72.8944,27.7,73,100,7.47,MV,2021-02-04 23:07:04
Severobaykal'sk,55.65,109.3167,-16.16,87,100,1.33,RU,2021-02-04 23:07:04
Coahuayana Viejo,18.7333,-103.6833,27.0,69,1,2.5,MX,2021-02-04 23:07:04
Venado Tuerto,-33.7456,-61.9688,22.78,71,0,0.89,AR,2021-02-04 23:07:04
Cajati,-24.7361,-48.1228,26.79,78,99,1.43,BR,2021-02-04 23:06:34
Frunze,48.6686,38.7544,7.52,85,100,7.68,UA,2021-02-04 23:07:04
Santa,17.486,120.4348,21.57,75,23,3.26,PH,2021-02-04 23:07:04
Limuru,-1.1,36.65,10.84,96,20,2.6,KE,2021-02-04 23:07:05
Senftenberg,51.5167,14.0167,1.11,90,98,0.45,DE,2021-02-04 23:07:05
Hilton Head,32.2163,-80.7526,11.67,58,1,3.09,US,2021-02-04 23:02:33
Ilulissat,69.2167,-51.1,-18.0,35,0,6.69,GL,2021-02-04 23:07:05
Deer Lake,49.1667,-57.4316,4.0,100,75,2.57,CA,2021-02-04 23:05:12
Sept-Îles,50.2001,-66.3821,-0.56,80,97,2.06,CA,2021-02-04 23:07:05
Sangar,63.9242,127.4739,-41.82,78,19,1.78,RU,2021-02-04 23:07:05
Mandalgovi,45.7625,106.2708,-8.78,85,55,4.54,MN,2021-02-04 23:07:05
Urucará,-2.5364,-57.76,26.71,81,49,0.21,BR,2021-02-04 23:07:06
Galesong,-5.3166,119.3661,24.0,100,40,1.03,ID,2021-02-04 23:07:06
Buraidah,26.326,43.975,20.0,40,40,6.46,SA,2021-02-04 23:07:06
Katiola,8.1333,-5.1,28.0,51,48,3.09,CI,2021-02-04 23:07:06
Margate,51.3813,1.3862,8.33,89,78,0.89,GB,2021-02-04 23:03:51
Chhabra,24.6667,76.8333,17.67,35,72,1.99,IN,2021-02-04 23:05:01
Kalianget,-7.05,113.9333,26.39,83,100,8.22,ID,2021-02-04 23:07:06
Keti Bandar,24.1447,67.4497,17.5,31,0,4.62,PK,2021-02-04 23:07:06
Lhokseumawe,5.1801,97.1507,25.21,77,58,1.8,ID,2021-02-04 23:07:06
Russellville,35.2784,-93.1338,11.11,50,1,5.66,US,2021-02-04 23:07:07
Araouane,18.9048,-3.5265,23.66,15,95,2.72,ML,2021-02-04 23:07:07
Augustów,53.8432,22.9798,-10.52,95,91,2.5,PL,2021-02-04 23:07:07
Vestmanna,62.1564,-7.1664,1.0,69,40,8.75,FO,2021-02-04 23:07:07
Cantaura,9.3057,-64.3584,28.72,55,54,5.47,VE,2021-02-04 23:07:07
São Luiz Gonzaga,-28.4083,-54.9608,20.44,81,11,3.75,BR,2021-02-04 23:07:07
Papara,-3.9839,-38.7273,27.22,83,20,4.12,BR,2021-02-04 23:07:08
Brownwood,31.7093,-98.9912,15.0,36,1,6.17,US,2021-02-04 23:07:08
Bhakkar,31.6253,71.0657,10.2,68,0,1.34,PK,2021-02-04 23:07:08
Maningrida,-12.0667,134.2667,26.77,85,98,3.88,AU,2021-02-04 23:07:08
Wau,7.7029,27.9953,26.63,17,0,3.56,SS,2021-02-04 23:07:08
Malindi,-3.2175,40.1191,24.55,88,35,3.97,KE,2021-02-04 23:07:08
Florence,43.7667,11.25,12.22,94,75,0.51,IT,2021-02-04 23:07:08
Ambilobe,-13.2,49.05,23.47,93,76,0.76,MG,2021-02-04 23:07:09
Ubari,26.5921,12.7805,12.1,40,8,3.11,LY,2021-02-04 23:07:09
Sayyan,15.1718,44.3244,5.98,59,0,1.58,YE,2021-02-04 23:07:09
Mildura,-34.2,142.15,17.0,59,75,4.63,AU,2021-02-04 23:05:57
Kumluca,36.3703,30.2869,16.16,40,0,2.48,TR,2021-02-04 23:07:09
Olinda,-8.0089,-34.8553,26.0,69,40,3.09,BR,2021-02-04 23:07:09
Oktyabr'skoye,43.0645,44.7417,-2.0,93,25,3.0,RU,2021-02-04 23:07:10
Pechory,57.8164,27.6119,-10.0,85,91,5.0,RU,2021-02-04 23:07:10
Kralendijk,12.15,-68.2667,27.0,83,75,8.75,BQ,2021-02-04 23:07:10
Puerto Ayacucho,5.6639,-67.6236,30.02,59,80,2.28,VE,2021-02-04 23:07:10
Červená Voda,50.0403,16.7427,1.67,60,89,0.1,CZ,2021-02-04 23:07:10
Buluang,13.3068,123.3425,24.11,89,78,2.06,PH,2021-02-04 23:07:10
Anadyr,64.75,177.4833,-17.0,78,90,16.0,RU,2021-02-04 23:07:10
Chuka,-0.3332,37.6459,16.34,65,0,1.88,KE,2021-02-04 23:07:11
Yaan,7.3833,8.5667,26.86,16,27,1.3,NG,2021-02-04 23:07:11
Nueva Rosita,27.95,-101.2167,28.33,32,9,0.89,MX,2021-02-04 23:07:11
Watsa,3.0372,29.5355,24.02,45,68,1.47,CD,2021-02-04 23:07:11
Naze,28.3667,129.4833,10.0,87,20,1.54,JP,2021-02-04 23:04:59
Dryden,49.7833,-92.7503,-12.0,79,90,5.66,CA,2021-02-04 23:07:12
Alta Floresta,-9.8756,-56.0861,24.5,88,96,0.31,BR,2021-02-04 23:07:12
‘Āhuimanu,21.4447,-157.8378,22.0,60,75,6.17,US,2021-02-04 23:07:12
Bahía Blanca,-38.7196,-62.2724,26.6,27,0,4.76,AR,2021-02-04 23:07:12
Acapulco de Juárez,16.8634,-99.8901,29.0,70,1,2.57,MX,2021-02-04 23:02:53
Tipitapa,12.1973,-86.0971,31.0,45,20,4.12,NI,2021-02-04 23:07:12
Chachapoyas,-6.2317,-77.869,15.54,87,97,1.29,PE,2021-02-04 23:07:12
Saint-Joseph,-21.3667,55.6167,27.0,69,75,2.06,RE,2021-02-04 23:07:13
